,0,1,2,3,4,5,6,7
4726,$700/mo,HDB Flat for Rent in 289B Compassvale Crescent,3 Beds,2 Baths,200 sqft,[],"['$3.5 psf', '3', '99-year leasehold', 'HDB', '22 days ago', '2, 3, 4, 5 BR', '99 Years', 'HDB']",[]
4727,"$3,600/mo",1 Bed Condo for Rent in Spottiswoode Residences,1 Bed,1 Bath,624 sqft,Chinatown / Tanjong Pagar (D2),"['$5.77 psf', 'High (36 total)', 'Partial', 'City view', '2014', 'Freehold', 'Condo', '22 days ago', '1, 2, 3, 5 BR', '351', '2014', 'Freehold', 'Uol Development Pte Ltd']","['Function room', 'Stove', 'Jacuzzi', 'Parking', 'Outdoor dining', 'Sky terrace', 'Games room', 'Bomb shelter', 'Balcony', 'Closet', 'Pool deck', 'Lounge', 'Playground', 'Washer', 'Fibre ready', 'Bbq', 'Gym', 'City view', 'Fridge', 'Dryer', 'Infinity pool', 'Yoga corner', 'Pavilion', 'Aircon', 'Billiards room', 'Study room', 'Fitness corner', 'High floor', 'Security']"
4728,"$3,500/mo",3 Bed Condo for Rent in Hillview Green,3 Beds,3 Baths,"1,281 sqft",Clementi Park / Upper Bukit Timah (D21),"['$2.73 psf', 'Partial', '1998', '999-year leasehold', 'Condo', '22 days ago', '1, 2, 3, 4 BR', '400', '1998', '999 Years', 'Singapura Developments Pte Ltd (City Developments Ltd)']","['Clubhouse', 'Corner unit', 'Renovated', 'Aircon', 'Maid room', 'Gym', 'Tennis court', 'Sauna', 'Swimming pool', 'Wading pool', 'Squash court', 'Playground', 'Parking', 'Security', 'Bathtub', 'Bbq', 'Balcony']"
4729,"$3,800/mo",1 Bed Condo for Rent in Icon,1 Bed,1 Bath,570 sqft,Chinatown / Tanjong Pagar (D2),"['$6.67 psf', 'Fully', 'City view', '2007', '99-year leasehold', 'Condo', '22 days ago', 'Studio, 1, 2, 3 BR', '646', '2007', '99 Years', 'Lucky Pinnacle Pte Ltd (Far East)']","['Clubhouse', 'Stove', 'Jacuzzi', 'Oven', 'Bomb shelter', 'Renovated', 'Closet', 'Tv', 'Wading pool', 'Hydrotherapy pool', 'Playground', 'Dining room furniture', 'Washer', 'Fibre ready', 'Bbq', 'Hydrotherapy pool', 'Gym', 'City view', 'Fridge', 'Dryer', 'Steam room', 'Tennis court', 'Sauna', 'Jet pool', 'Aircon', 'Sofa', 'Open terrace', 'Bed', 'Security', 'Bathtub', 'Lap pool']"
4730,"$6,300/mo",3 Bed Condo for Rent in Reflections At Keppel Bay,3 Beds,3 Baths,"1,259 sqft",Harbourfront / Telok Blangah (D4),"['$5 psf', 'High (41 total)', 'Partial', 'Greenery view', '2011', '99-year leasehold', 'Condo', '22 days ago', 'Studio, 1, 2, 3, 4, 5, 6 BR', '1129', '2011', '99 Years']","['Clubhouse', 'Stove', 'Jacuzzi', 'Oven', 'City view', 'Renovated', 'Closet', 'Greenery view', 'Utility room', 'Playground', 'Washer', 'Fibre ready', 'Bbq', 'Gym', 'Fridge', 'Dryer', 'Tennis court', 'Aircon', 'Maid room', 'Swimming pool', 'Sea view', 'High floor', 'Bathtub']"
4731,"$2,900/mo",2 Bed Condo for Rent in Grandeur Park Residences,2 Beds,1 Bath,570 sqft,Bedok / Upper East Coast (D16),"['$5.09 psf', '2020', '99-year leasehold', 'Condo', '22 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '722', '2020', '99 Years', 'CEL Residential Development Pte. Ltd.']","['Jogging track', 'Clubhouse', 'Function room', 'Bridge', 'Timber deck', 'Concierge', 'Jacuzzi', 'Parking', 'Pond', 'Outdoor dining', 'Games room', 'Fun pool', 'Aerobic pool', 'Pool deck', 'Wading pool', 'Hydrotherapy pool', 'Playground', 'Sky terrace', 'Bbq', 'Hydrotherapy pool', 'Infinity pool', 'Gym', 'Waterfall', 'Steam room', 'Tennis court', 'Multi-purpose hall', 'Jet pool', 'Yoga corner', 'Pavilion', 'Hammocks', 'Water feature', 'Adventure park', 'Open terrace', 'Viewing deck', 'Swimming pool', 'Spa pool', 'Study room', 'Fitness corner', 'Security', 'Retail shops', 'Reflexology path']"
4732,"$1,600/mo",Studio House for Rent in Marshall Road,Studio,1 Bath,400 sqft (built-up),[],"['$4 psf', '$4 psf', 'Fully', '22 days ago']","['Closet', 'Aircon', 'High ceiling', 'Sofa', 'Fridge', 'Bed', 'Tv', 'Washer', 'Fibre ready']"
4733,"$20,000/mo",6 Bed House for Rent in Tan Kim Cheng Road,6 Beds,6 Baths,"7,400 sqft (built-up)",[],"['$2.7 psf', '$2.7 psf', '22 days ago']",[]
4734,"$2,000/mo",Studio Condo for Rent in Tiong Bahru Estate,Studio,1 Bath,350 sqft,Alexandra / Commonwealth (D3),"['$5.71 psf', 'High (5 total)', 'Fully', '99-year leasehold', 'Condo', '22 days ago', 'Studio, 1, 2, 3, 4, 5, 6, 9 BR', '99 Years']","['Renovated', 'Closet', 'Tv', 'Sofa', 'Fridge', 'Bed', 'Aircon', 'Top floor', 'High floor', 'Washer']"
4735,"$3,800/mo",2 Bed Condo for Rent in Principal Garden,2 Beds,2 Baths,764 sqft,Alexandra / Commonwealth (D3),"['$4.97 psf', '2019', '99-year leasehold', 'Condo', '22 days ago', 'Studio, 1, 2, 3, 4 BR', '663', '2019', '99 Years', 'UOL Venture Investments Pte Ltd']","['Jogging track', 'Clubhouse', 'Jet pool', 'Yoga corner', 'Wine and cigar room', 'Sculpture', 'Gym', 'Lounge', 'Hydrotherapy pool', 'Jacuzzi', 'Steam room', 'Tennis court', 'Pond', 'Outdoor dining', 'Sky terrace', 'Amphitheatre', 'Lap pool', 'Bbq', 'Playground']"
4736,"$3,500/mo",1 Bed Condo for Rent in Marina One Residences,1 Bed,1 Bath,721 sqft,Boat Quay / Raffles Place / Marina (D1),"['$4.85 psf', 'Mid (33 total)', 'Fully', 'South', 'City view', '2018', '99-year leasehold', 'Apartment', '22 days ago', 'Studio, 1, 2, 3, 4, 5, 6 BR', '1042', '2018', '99 Years', 'Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.']","['Clubhouse', 'Concierge', 'Jacuzzi', 'Mid floor', 'Outdoor dining', 'City view', 'Closet', 'Greenery view', 'Pool deck', 'Lounge', 'Wading pool', 'Hydrotherapy pool', 'Washer', 'Bbq', 'Gym', 'Fridge', 'Multi-purpose hall', 'Pavilion', 'Aircon', 'Mini golf range', 'Fitness corner', 'Lap pool']"
4737,"$3,800/mo",2 Bed Condo for Rent in Principal Garden,2 Beds,2 Baths,764 sqft,Alexandra / Commonwealth (D3),"['$4.97 psf', '2019', '99-year leasehold', 'Condo', '22 days ago', 'Studio, 1, 2, 3, 4 BR', '663', '2019', '99 Years', 'UOL Venture Investments Pte Ltd']","['Jogging track', 'Clubhouse', 'Jet pool', 'Yoga corner', 'Wine and cigar room', 'Sculpture', 'Gym', 'Lounge', 'Hydrotherapy pool', 'Jacuzzi', 'Steam room', 'Tennis court', 'Pond', 'Outdoor dining', 'Sky terrace', 'Amphitheatre', 'Lap pool', 'Bbq', 'Playground']"
4738,"$2,800/mo",2 Bed Condo for Rent in West Bay Condominium,2 Beds,2 Baths,893 sqft,Buona Vista / West Coast / Clementi (D5),"['$3.14 psf', '1994', '99-year leasehold', 'Condo', '22 days ago', '1, 2, 3 BR', '318', '1994', '99 Years', 'Westview Properties Pte Ltd (Far East Organization)']","['Clubhouse', 'Gym', 'Sauna', 'Swimming pool', 'Wading pool', 'Squash court', 'Playground', 'Parking', 'Security', 'Tennis court']"
4739,"$5,800/mo",2 Bed Condo for Rent in Marina One Residences,2 Beds,2 Baths,"1,033 sqft",Boat Quay / Raffles Place / Marina (D1),"['$5.61 psf', '2018', '99-year leasehold', 'Apartment', '22 days ago', 'Studio, 1, 2, 3, 4, 5, 6 BR', '1042', '2018', '99 Years', 'Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.']","['Multi-purpose hall', 'Lounge', 'Pavilion', 'Clubhouse', 'Jacuzzi', 'Gym', 'Pool deck', 'Concierge', 'Mini golf range', 'Wading pool', 'Hydrotherapy pool', 'Fitness corner', 'Outdoor dining', 'Lap pool', 'Bbq']"
4740,"$12,000/mo",4 Bed Condo for Rent in Reflections At Keppel Bay,4 Beds,3 Baths,"2,456 sqft",Harbourfront / Telok Blangah (D4),"['$4.89 psf', 'High (41 total)', 'Partial', 'Pool view', '2011', '99-year leasehold', 'Condo', '22 days ago', 'Studio, 1, 2, 3, 4, 5, 6 BR', '1129', '2011', '99 Years']","['Clubhouse', 'Stove', 'Jacuzzi', 'Oven', 'Balcony', 'Closet', 'Tv', 'Utility room', 'Playground', 'Washer', 'Pool view', 'Bbq', 'Gym', 'Fridge', 'Dryer', 'Tennis court', 'Aircon', 'Bed', 'Swimming pool', 'Sea view', 'High floor', 'Bathtub']"
4741,"$8,000/mo",3 Bed Condo for Rent in Marina Bay Residences,3 Beds,4 Baths,"1,636 sqft",Boat Quay / Raffles Place / Marina (D1),"['$4.89 psf', '2010', '99-year leasehold', 'Condo', '22 days ago', '1, 2, 3, 4, 5, 6, 7 BR', '428', '2010', '99 Years', 'Keppel Land, Hong Kong Land, Cheung Kong Holdings Ltd']","['Clubhouse', 'Gym', 'Pool deck', 'Wading pool', 'Jacuzzi', 'Steam room', 'Playground', 'Parking', 'Security', 'Lap pool', 'Hydrotherapy pool']"
4742,"$4,500/mo",2 Bed Condo for Rent in Costa Rhu,2 Beds,3 Baths,"1,399 sqft",East Coast / Marine Parade (D15),"['$3.22 psf', '1998', '99-year leasehold', 'Condo', '22 days ago', '1, 2, 3, 4 BR', '737', '1998', '99 Years', 'Amcol Gardens (Tanjong Rhu) Pte Ltd']","['Clubhouse', 'Gym', 'Mini-mart', 'Sauna', 'Swimming pool', 'Wading pool', 'Squash court', 'Playground', 'Parking', 'Security', 'Bbq', 'Tennis court']"
4743,"$8,000/mo",3 Bed Condo for Rent in Martin Place Residences,3 Beds,3 Baths,"1,722 sqft",Orchard / River Valley (D9),"['$4.65 psf', '2011', 'Freehold', 'Condo', '22 days ago', 'Studio, 1, 2, 3, 4 BR', '302', '2011', 'Freehold', 'Frasers Centrepoint Homes']","['Clubhouse', 'Yoga corner', 'Pavilion', 'Sky lounge', 'Water feature', 'Gym', 'Pool deck', 'Spa pool', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Steam room', 'Playground', 'Parking', 'Security', 'Bbq', 'Tennis court']"
4744,"$1,800/mo",Studio Condo for Rent in Seran Court,Studio,1 Bath,400 sqft,Macpherson / Potong Pasir (D13),"['$4.5 psf', 'Fully', '1984', 'Freehold', 'Apartment', '22 days ago', 'Studio, 1 BR', '4', '1984', 'Freehold', '-']","['Swimming pool', 'Bbq']"
4745,"$5,500/mo",3 Bed Condo for Rent in UE Square,3 Beds,2 Baths,"1,500 sqft",Orchard / River Valley (D9),"['$3.67 psf', '1997', '929-year leasehold', 'Condo', '23 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '345', '1997', '929 Years', 'United Engineering Ltd']","['Clubhouse', 'Gym', 'Swimming pool', 'Wading pool', 'Squash court', 'Playground', 'Parking', 'Security', 'Bbq', 'Tennis court']"
4746,"$8,800/mo",5 Bed House for Rent in Serangoon Garden Estate,5 Beds,5 Baths,"1,733 sqft (built-up)",Hougang / Punggol / Sengkang (D19),"['$5.08 psf', '$5.08 psf', '23 days ago', 'Studio, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 BR', '-']",[]
4747,"$4,980/mo",2 Bed Condo for Rent in DLV,2 Beds,2 Baths,"1,949 sqft",Tanglin / Holland (D10),"['$2.56 psf', 'Greenery view', '2005', 'Freehold', 'Condo', '23 days ago', '1, 2, 3 BR', '25', '2005', 'Freehold', 'Heeton Holdings Ltd']","['Penthouse', 'Dishwasher', 'Security', 'Roof terrace', 'Aircon', 'Tv', 'Greenery view', 'Gym', 'Fridge', 'Closet', 'Jacuzzi', 'Swimming pool', 'Dryer', 'Oven', 'Parking', 'Dining room furniture', 'Washer', 'Fibre ready', 'Stove', 'Bbq', 'Balcony']"
4748,"$3,400/mo",2 Bed Condo for Rent in Pollen & Bleu,2 Beds,2 Baths,872 sqft,Tanglin / Holland (D10),"['$3.9 psf', 'Partial', '2017', '99-year leasehold', 'Condo', '23 days ago', '1, 2, 3, 4, 5 BR', '106', '2017', '99 Years', 'Singland Development (Farrer Drive) Pte. Ltd']","['Infinity pool', 'Water feature', 'Gym', 'Viewing deck', 'Wading pool', 'Playground', 'Fitness corner', 'Outdoor dining', 'Sculpture', 'Bbq', 'Sky terrace']"
4749,"$9,900/mo",5 Bed House for Rent in Greenwood Mews,5 Beds,5 Baths,"3,100 sqft (built-up)",Newton / Novena (D11),"['$3.19 psf', '$3.19 psf', '2016', '103-year leasehold', '23 days ago', '4, 5 BR', '62', '2016', '103 Years', 'Golden Development Pte Ltd & Astoria Park Pte Ltd']",[]
4750,"$5,200/mo",2 Bed Condo for Rent in The Sail @ Marina Bay,2 Beds,2 Baths,"1,033 sqft",Boat Quay / Raffles Place / Marina (D1),"['$5.03 psf', 'Low (70 total)', '2008', '99-year leasehold', 'Apartment', '22 days ago', 'Studio, 1, 2, 3, 4, 5, 10 BR', '1111', '2008', '99 Years', 'City Developments Ltd,AIG Global Real Estate']","['Jogging track', 'Fun pool', 'Study room', 'Function room', 'Water feature', 'Sky terrace', 'Gym', 'Pool deck', 'Karaoke', 'Low floor', 'Spa pool', 'Steam room', 'Tennis court', 'Fitness corner', 'Parking', 'Security', 'Retail shops', 'Lap pool', 'Clubhouse', 'Bbq', 'Playground']"
4751,"$8,200/mo",3 Bed Condo for Rent in The Scotts Tower,3 Beds,3 Baths,"1,389 sqft",Orchard / River Valley (D9),"['$5.9 psf', '2016', '103-year leasehold', 'Condo', '23 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '231', '2016', '103 Years', 'Far East Success']","['Gym', 'Jacuzzi', 'Lap pool']"
4752,"$2,600/mo",1 Bed Condo for Rent in Skysuites @ Anson,1 Bed,1 Bath,395 sqft,Chinatown / Tanjong Pagar (D2),"['$6.58 psf', '2015', '99-year leasehold', 'Condo', '23 days ago', 'Studio, 1, 2, 3 BR', '360', '2015', '99 Years', 'Arcadia Development Pte. Ltd.']","['Clubhouse', 'Function room', 'Gym', 'Swimming pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', 'Lap pool', 'Bbq', 'Tennis court']"
4753,"$5,200/mo",5 Bed House for Rent in Lucky Hill,5 Beds,3 Baths,"3,200 sqft (built-up)",Bedok / Upper East Coast (D16),"['$1.62 psf', '$1.62 psf', 'Partial', '1986', '999-year leasehold', 'Semi-Detached House', '23 days ago', '3, 4, 5, 6 BR', '1986', '999 Years']","['Swimming pool', 'Security', 'Wading pool', 'Parking']"
4754,"$13,000/mo",3 Bed Condo for Rent in The Claymore,3 Beds,4 Baths,"2,680 sqft",Orchard / River Valley (D9),"['$4.85 psf', 'Partial', '1985', 'Freehold', 'Condo', '23 days ago', '3, 4, 5 BR', '146', '1985', 'Freehold', 'Tokyo Land Corporation Singapore Pte Ltd']","['Gym', 'Swimming pool', 'Squash court', 'Playground', 'Parking', 'Security', 'Bbq', 'Tennis court']"
4755,"$3,800/mo",3 Bed Condo for Rent in Royal Palm Mansions,3 Beds,3 Baths,"1,355 sqft",Buona Vista / West Coast / Clementi (D5),"['$2.8 psf', '1998', 'Freehold', 'Condo', '23 days ago', '3 BR', '23', '1998', 'Freehold', 'Far East Organization']","['Swimming pool', 'Security', 'Playground', 'Bbq', 'Parking']"
4756,"$4,500/mo",2 Bed Condo for Rent in Tan Quee Lan Suites,2 Beds,1 Bath,"1,216 sqft",Beach Road / Bugis / Rochor (D7),"['$3.7 psf', '2005', '999-year leasehold', 'Apartment', '23 days ago', 'Studio, 2 BR', '30', '2005', '999 Years', 'Dawnatron Pte Ltd']",[]
4757,"$3,600/mo",2 Bed Condo for Rent in City Square Residences,2 Beds,2 Baths,840 sqft,Farrer Park / Serangoon Rd (D8),"['$4.29 psf', '2009', 'Freehold', 'Condo', '23 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '910', '2009', 'Freehold', 'City Developments Ltd']","['Clubhouse', 'Tennis court', 'Mini golf range', 'Gym', 'Pool deck', 'Lounge', 'Swimming pool', 'Jacuzzi', 'Steam room', 'Playground', 'Fitness corner', 'Parking', 'Fountain', 'Security', 'Bowling alley', 'Lap pool', 'Karaoke', 'Bbq', 'Games room']"
4758,"$4,500/mo",2 Bed Condo for Rent in One North Residences,2 Beds,2 Baths,"1,012 sqft",Buona Vista / West Coast / Clementi (D5),"['$4.45 psf', '2009', '99-year leasehold', 'Apartment', '23 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '405', '2009', '99 Years', 'Uol/Kheng Leong/Low Keng Huat']","['Gym', 'Lounge', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', 'Lap pool', 'Bbq', 'Sky terrace']"
4759,"$4,500/mo",3 Bed Condo for Rent in Spring @ Katong,3 Beds,3 Baths,"1,119 sqft",East Coast / Marine Parade (D15),"['$4.02 psf', '2007', 'Freehold', 'Apartment', '23 days ago', '3 BR', '52', '2007', 'Freehold', 'Everspring Property Pte Ltd']","['Gym', 'Swimming pool', 'Playground', 'Parking', 'Security', 'Lap pool', 'Bbq']"
4760,"$3,500/mo",2 Bed Condo for Rent in Queens Peak,2 Beds,1 Bath,624 sqft,Alexandra / Commonwealth (D3),"['$5.61 psf', '2020', '99-year leasehold', 'Condo', '23 days ago', '1, 2, 3, 4, 5 BR', '736', '2020', '99 Years', 'MCC Land ( HY Realty)']","['Jet pool', 'Function room', 'Aircon', 'Hammocks', 'Reflexology path', 'Gym', 'Pool deck', 'Timber deck', 'Fridge', 'Spa pool', 'Wading pool', 'Jacuzzi', 'Steam room', 'Playground', 'Fitness corner', 'Outdoor dining', 'Lap pool', 'Security', 'Bbq', 'Balcony']"
4761,"$3,000/mo",HDB Flat for Rent in 647 Punggol Central,3 Beds,2 Baths,"1,227 sqft",[],"['$2.44 psf', '3', '2005', '99-year leasehold', 'HDB', '23 days ago', '3, 4, 5 BR', '2005', '99 Years', 'HDB']",[]
4762,"$7,500/mo",4 Bed Condo for Rent in Grange 70,4 Beds,2 Baths,"1,981 sqft",Tanglin / Holland (D10),"['$3.79 psf', 'Partial', '1999', 'Freehold', 'Condo', '23 days ago', '3, 4 BR', '20', '1999', 'Freehold', 'Lucky Realty Co. Pte Ltd (Far East)']","['Gym', 'Sauna', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Steam room', 'Parking', 'Security']"
4763,"$2,500/mo",2 Bed Condo for Rent in Jing Suites,2 Beds,1 Bath,562 sqft,Eunos / Geylang / Paya Lebar (D14),"['$4.45 psf', '2015', 'Freehold', 'Apartment', '23 days ago', 'Studio, 2 BR', '2015', 'Freehold']",[]
4764,"$3,900/mo",3 Bed Condo for Rent in Royal Palm Mansions,3 Beds,2 Baths,"1,238 sqft",Buona Vista / West Coast / Clementi (D5),"['$3.15 psf', 'Fully', '1998', 'Freehold', 'Condo', '23 days ago', '3 BR', '23', '1998', 'Freehold', 'Far East Organization']","['Aircon', 'Swimming pool', 'Playground', 'Parking', 'Security', 'Fibre ready', 'Bbq']"
4765,"$6,000/mo",1 Bed Condo for Rent in Lloyd Sixtyfive,1 Bed,1 Bath,904 sqft,Orchard / River Valley (D9),"['$6.64 psf', 'Partial', '2017', 'Freehold', 'Apartment', '23 days ago', '1, 2, 3, 4, 5 BR', '76', '2017', 'Freehold', 'Tg (2010) Pte Ltd']","['Function room', 'Renovated', 'Aircon', 'Gym', 'Pool deck', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Steam room', 'Bbq']"
4766,"$3,100/mo",2 Bed Condo for Rent in E Maison,2 Beds,2 Baths,937 sqft,Macpherson / Potong Pasir (D13),"['$3.31 psf', '2016', 'Freehold', 'Apartment', '23 days ago', '1, 2, 3 BR', '130', '2016', 'Freehold', 'Global Star Development Pte Ltd']","['Function room', 'Aerobic pool', 'Gym', 'Swimming pool', 'Jacuzzi', 'Bbq']"
4767,"$1,600/mo",Studio Condo for Rent in Smart Suites,Studio,1 Bath,200 sqft,Eunos / Geylang / Paya Lebar (D14),"['$8 psf', 'Partial', 'North', '2016', 'Freehold', 'Condo', '23 days ago', 'Studio, 1, 2, 3 BR', '72', '2016', 'Freehold', 'Distinct Home (Sims) Pte Ltd']","['Security', 'Renovated', 'Aircon', 'Stove', 'Fridge', 'Bed', 'Jacuzzi', 'Swimming pool', 'Dryer', 'Parking', 'Washer', 'Fibre ready', 'Gym', 'Bbq', 'Closet']"
4768,"$20,000/mo",7 Bed House for Rent in Tan Kim Cheng Road,7 Beds,5 Baths,"7,400 sqft (built-up)",[],"['$2.7 psf', '$2.7 psf', '23 days ago']",[]
4769,"$5,600/mo",4 Bed House for Rent in Bukit Villas,4 Beds,3 Baths,"3,025 sqft (built-up)",Admiralty / Woodlands (D25),"['$2.18 psf', '$2.18 psf', '2009', 'Freehold', '23 days ago', '1, 2, 4, 5, 6, 7, 9 BR', '22', '2009', 'Freehold', 'Wan Fu Investments Pte Ltd']","['Swimming pool', 'Squash court', 'Playground', 'Parking', 'Security', 'Tennis court']"
4770,"$2,000/mo",Studio Condo for Rent in The Sail @ Marina Bay,Studio,1 Bath,328 sqft,Boat Quay / Raffles Place / Marina (D1),"['$6.1 psf', 'High (70 total)', 'Fully', 'South', 'City view', '2008', '99-year leasehold', 'Condo', '23 days ago', 'Studio, 1, 2, 3, 4, 5, 10 BR', '1111', '2008', '99 Years', 'City Developments Ltd,AIG Global Real Estate']","['Jogging track', 'Clubhouse', 'Function room', 'Water feature', 'High ceiling', 'Stove', 'Sea view', 'Oven', 'Parking', 'Sky terrace', 'Fun pool', 'City view', 'Renovated', 'Closet', 'Tv', 'Pool deck', 'Utility room', 'Playground', 'Dining room furniture', 'Washer', 'Pool view', 'Bbq', 'Fitness corner', 'Gym', 'Fridge', 'Dual key', 'Dryer', 'Steam room', 'Tennis court', 'Karaoke', 'Fibre ready', 'Aircon', 'Sofa', 'Bed', 'Spa pool', 'Study room', 'Audio system', 'High floor', 'Security', 'Retail shops', 'Lap pool']"
4771,"$4,500/mo",2 Bed Condo for Rent in 8 @ Mount Sophia,2 Beds,2 Baths,"1,033 sqft",Orchard / River Valley (D9),"['$4.36 psf', '2007', '103-year leasehold', 'Condo', '23 days ago', '1, 2, 3, 4 BR', '313', '2007', '103 Years', 'Frasers Centrepoint Homes']","['Clubhouse', 'Gym', 'Steam room', 'Parking', 'Security', 'Lap pool']"
4772,"$3,250/mo",2 Bed Condo for Rent in Eight Riversuites,2 Beds,1 Bath,700 sqft,Balestier / Toa Payoh (D12),"['$4.64 psf', '2016', '99-year leasehold', 'Condo', '23 days ago', 'Studio, 1, 2, 3, 4 BR', '862', '2016', '99 Years', 'Ue Development (Bendemeer) Pte Ltd']","['Function room', 'Water feature', 'Gym', 'Viewing deck', 'Spa pool', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Playground', 'Fitness corner', 'Parking', 'Security', 'Hydrotherapy pool', 'Lap pool', 'Bbq', 'Tennis court']"
4773,"$3,700/mo",3 Bed Condo for Rent in The Tapestry,3 Beds,2 Baths,990 sqft,Pasir Ris / Tampines (D18),"['$3.74 psf', 'Partial', 'City view', '2021', '99-year leasehold', 'Condo', '23 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '861', '2021', '99 Years', 'City Developments Limited (CDL)']","['Jogging track', 'Pond', 'Outdoor dining', 'Balcony', 'City view', 'Renovated', 'Pool deck', 'Lounge', 'Wading pool', 'Hydrotherapy pool', 'Playground', 'Bbq', 'Hydrotherapy pool', 'Gym', 'Bomb shelter', 'Steam room', 'Tennis court', 'Corner unit', 'Infinity pool', 'Jet pool', 'Aircon', 'Hammocks', 'Lap pool', 'Viewing deck', 'Fitness corner', 'Security', 'Sculpture']"
4774,"$5,350/mo",1 Bed Condo for Rent in The Clift,1 Bed,1 Bath,797 sqft,Boat Quay / Raffles Place / Marina (D1),"['$6.71 psf', 'High (42 total)', 'Fully', 'City view', '2011', '99-year leasehold', 'Condo', '23 days ago', 'Studio, 1, 2 BR', '312', '2011', '99 Years', 'Natwest Development Pte Ltd (Far East Organization)']","['City view', 'Renovated', 'Aircon', 'Gym', 'Sauna', 'Swimming pool', 'Jacuzzi', 'Parking', 'High floor', 'Security', 'Lap pool']"
4775,"$3,200/mo",1 Bed Condo for Rent in Lumiere,1 Bed,1 Bath,678 sqft,Chinatown / Tanjong Pagar (D2),"['$4.72 psf', '2010', '99-year leasehold', 'Apartment', '23 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '168', '2010', '99 Years', 'Bs Shenton Pte Ltd']","['Basketball court', 'Gym', 'Pool deck', 'Swimming pool', 'Jacuzzi', 'Tennis court', 'Parking', 'Security']"
4776,"$4,800/mo",2 Bed Condo for Rent in Jade Garden,2 Beds,2 Baths,"1,658 sqft",Tanglin / Holland (D10),"['$2.9 psf', '2012', 'Freehold', 'Apartment', '23 days ago', '2, 4 BR', '12', '2012', 'Freehold']","['Security', 'Parking']"
